Sample_Code,Description,Date,Plot,Sample_Category,Filter045_ml,Filter022_ml,DNA_TotalReads_STD,DNA_TotalReads_NonSTD,DNA_CopySum,Standard_curve_validity_16S,Standard_curve_validity_18S,Standard_curve_validity_ITS,Standard_curve_validity_COI,DADA2_Input_16S,DADA2_Input_18S,DADA2_Input_ITS,DADA2_Input_COI,DADA2_OutputProp_16S,DADA2_OutputProp_18S,DADA2_OutputProp_ITS,DADA2_OutputProp_COI,DNA_CopySum_16S,DNA_CopySum_18S,DNA_CopySum_ITS,DNA_CopySum_COI
S272,P3-6_7,2017-06-07,3,sample,100,30,16208,126405,2243637.9074847153,Valid,Valid,Valid,Valid,13871,25008,85691,25020,0.9044048734770385,0.9886836212412028,0.9440548015544222,0.9770583533173461,1801835.5739400205,412232.3470671175,27102.312069172982,2467.674408404062
S273,P3-6_8,2017-06-08,3,sample,100,30,36384,119934,1367654.0820865654,Valid,Valid,Valid,Valid,13345,40136,87854,22850,0.9112026976395654,0.982409806657365,0.9382839711339267,0.9757549234135667,1294365.1921648444,45068.939568167494,23711.621328442914,4508.329025110784
S274,P3-6_9,2017-06-09,3,sample,100,30,23148,71513,1263383.5172072176,Valid,Valid,Valid,Valid,15390,14751,51251,19164,0.8885640025990903,0.9675276252457461,0.9369963512907066,0.9753704863285326,1215075.3743626804,29185.30052600304,13713.085930613122,5409.756387921022
S275,P3-6_10,2017-06-10,3,sample,100,30,23343,54284,957719.1579013759,Valid,Valid,Valid,Valid,15069,14647,36801,16823,0.8794876899595195,0.9564415921349082,0.9216597375071329,0.9776496463175415,846070.9712371946,102459.66852048025,8192.52098794377,995.9971557572602
S276,P3-6_11,2017-06-11,3,sample,100,30,18458,96216,926607.3445552287,Valid,Valid,Valid,Valid,13104,17155,86113,16754,0.7256562881562881,0.9453803555814632,0.8438563283127983,0.9717082487764116,708972.8483871298,188752.814060839,27920.026104938708,961.6560023212132
S277,P3-6_12,2017-06-12,3,sample,100,30,19323,85003,1225233.2089799428,Valid,Valid,Valid,Valid,13904,17607,69033,11567,0.8617663981588032,0.9494519225308116,0.9317572755059175,0.9773493559263422,979641.0393785161,222973.93368719783,22117.64366448114,500.5922497478342
S278,P3-6_13,2017-06-13,3,sample,100,30,33278,40705,820634.6515205626,Valid,Valid,Valid,Valid,15915,21903,22728,18501,0.887401822180333,0.9624708943980277,0.9163146779303062,0.9703799794605698,728522.3367697595,87555.87384896867,4302.1842407199465,254.25666111436638
S279,P3-6_14,2017-06-14,3,sample,100,30,22794,33541,1097513.8582254734,Valid,Valid,Valid,Valid,14666,13376,18408,15376,0.8433792445111141,0.9676285885167464,0.8687527162103433,0.9775624349635796,910667.9302814291,184379.87823635887,1821.292146659849,644.7575610255359
S280,P3-6_15,2017-06-15,3,sample,100,30,23851,57394,1206031.1618271095,Valid,Valid,Valid,Valid,8823,24378,34881,16787,0.8913068117420379,0.977602756583805,0.9534990395917549,0.9703937570739263,1055117.4456180967,142352.50362229298,7874.13492656211,687.077660157525
S281,P3-6_16,2017-06-16,3,sample,100,30,20966,79986,2287013.3434658907,Valid,Valid,Valid,Valid,11617,34113,37271,22796,0.904966858913661,0.9550318060563422,0.9572053339057176,0.9731531847692577,2091542.8044705612,166474.12257844652,28175.502771952066,820.9136449308328
S282,P3-6_17,2017-06-17,3,sample,100,30,15733,26936,1471899.4012482194,Valid,Valid,Valid,Valid,11235,12552,18311,2885,0.9238985313751669,0.9805608667941363,0.9419474632734421,0.947313691507799,1426885.6313604466,35641.28045696074,7013.85414562649,2358.6352851855363
S283,P3-6_18,2017-06-18,3,sample,100,30,11675,36049,1966986.727532044,Valid,Valid,Valid,Valid,10985,11226,27030,1375,0.8950386891215294,0.986460003563157,0.9432852386237514,0.9607272727272728,1872282.6086956514,80437.73946360155,13585.612968591697,680.7664041994749
S284,P3-6_19,2017-06-19,3,sample,100,30,9930,49115,1978427.3121648477,Valid,Valid,Valid,Valid,13291,11764,35576,2669,0.8848092694304417,0.9878442706562394,0.9296997976163706,0.9700262270513301,1763512.189976795,191583.8099610013,22351.189841757092,980.122385294261
S285,P3-6_20,2017-06-20,3,sample,100,30,12678,47498,2613121.562102885,Valid,Valid,Valid,Valid,13576,16958,30399,2676,0.920447849145551,0.9893265715296615,0.9321688213428073,0.9588938714499252,2444614.4093489875,154217.72383609126,13748.635120379678,540.7937974265918
S286,P3-6_21,2017-06-21,3,sample,100,30,21769,26739,1164510.5449795425,Valid,Valid,Valid,Valid,13131,19666,17267,1796,0.9171426395552509,0.9934404556086647,0.881160595355302,0.9537861915367484,1104535.876736249,56192.13427742138,3591.562032884903,190.97193298728746
S287,P3-6_22,2017-06-22,3,sample,100,30,29907,31637,1109569.7251007399,Valid,Valid,Valid,Valid,13364,13183,18133,20808,0.8921730020951811,0.9877873018281119,0.8912480008823691,0.9822183775470973,1045258.6768376246,59797.10859643728,4289.480562827488,224.45910385051272
S288,P3-6_23,2017-06-23,3,sample,100,30,35719,34594,674984.8086898028,Valid,Valid,Valid,Valid,19099,23750,12651,18791,0.9109901041939369,0.9944421052631579,0.8823017943245594,0.9650364536214145,634482.8980350932,38186.98775981656,1482.1564012030863,832.7664936898553
S289,P3-6_24,2017-06-24,3,sample,100,30,40126,69096,1154015.9008037979,Valid,Valid,Valid,Valid,18292,48357,24404,23875,0.9157008528318391,0.9942510908451724,0.8608015079495165,0.9795183246073298,1057292.0727926241,92167.4617292428,3446.4097420976277,1109.9565398335315
S290,P3-6_25,2017-06-25,3,sample,100,30,25829,71799,1620971.0078258351,Valid,Valid,Valid,Valid,17762,40953,26281,19119,0.900180159891904,0.9910385075574439,0.8494349530078764,0.9796014435901459,1448615.8155131394,164443.11338607498,4366.38123851,3545.697688110843
S291,P3-6_26,2017-06-26,3,sample,100,30,19783,63963,2066469.5787612877,Valid,Valid,Valid,Valid,15596,18262,34417,24383,0.9068992049243396,0.9918409812725879,0.7995176802161722,0.9831439937661486,1808380.2879885521,248849.1650275753,8296.504142871288,943.6216022889845
S292,P3-6_27,2017-06-27,3,sample,100,30,22381,45662,903996.2172071465,Valid,Valid,Valid,Valid,18530,25638,11570,18879,0.8392876416621694,0.9912629690303456,0.7349178910976664,0.9838444832883098,749936.3506394308,148309.35511629513,4813.732046750103,936.7794046703258
S293,P3-6_28,2017-06-28,3,sample,100,30,23175,58279,1857626.6574257833,Valid,Valid,Valid,Valid,17685,23800,27128,19013,0.9106587503534068,0.9933613445378151,0.8479430846358007,0.9837479619207911,1724564.0916969583,126800.6387232772,4330.167888100539,1931.7591174472304
S294,P3-6_29,2017-06-29,3,sample,100,30,31013,68557,2487980.437911182,Valid,Valid,Valid,Valid,16610,32126,30658,27649,0.9036122817579771,0.9938056402913528,0.8360623654511058,0.9765995153531773,2286909.238449222,193152.4420474289,7554.483061672122,364.2743528592924
S295,P3-6_30,2017-06-30,3,sample,100,30,25997,53196,1553098.661878375,Valid,Valid,Valid,Valid,15797,23943,26381,23167,0.8289548648477559,0.9901014910412229,0.7447405329593267,0.9817844347563345,1405947.5725250572,141312.1649598276,5259.100188814994,579.8242046751504
S296,P3-7_1,2017-07-01,3,sample,100,30,27146,49213,798592.0097143339,Valid,Valid,Valid,Valid,19537,22611,10202,28313,0.9027486308030915,0.995621600106143,0.8231719270731229,0.9823049482569844,734039.0534711019,59515.059445313054,1798.2814507931027,3239.615347125765
S297,P3-7_2,2017-07-02,3,sample,100,30,25544,34987,857990.5273276971,Valid,Valid,Valid,Valid,15994,28734,19598,1323,0.9041515568338127,0.994640495580149,0.8291662414532095,0.9372637944066515,731403.7229066909,124073.70070436916,2075.2351586589134,437.8685579781961
S298,P3-7_3,2017-07-03,3,sample,100,30,18368,25238,1334609.4719769924,Valid,Valid,Valid,Valid,14128,16428,15467,1430,0.9115939977349944,0.9951302654005356,0.8397232818258227,0.9727272727272728,1222879.4797287944,109599.43127362693,1886.3701633129754,244.19081125827816
S299,P3-7_4,2017-07-04,3,sample,100,30,28813,17628,400527.4469872099,Valid,Valid,Valid,Valid,16825,18043,14605,233,0.9232095096582467,0.9956769938480297,0.8710715508387539,0.9484978540772532,340516.59941663174,58977.258276327935,765.3243100231151,268.26498422712933
S300,P3-7_5,2017-07-05,3,sample,100,30,15226,38313,1476490.2510359401,Valid,Valid,Valid,Valid,13045,20057,18002,11425,0.7463395937140667,0.9939671934985292,0.7036995889345629,0.980218818380744,1280856.4048987173,190476.93473185122,2941.9641621286005,2214.947243243243
S301,P3-7_6,2017-07-06,3,sample,100,30,13818,27724,1339322.1909659728,Valid,Valid,Valid,Valid,14120,15926,15463,1595,0.8930594900849859,0.994034911465528,0.7494664683437884,0.9479623824451411,1013540.5594338627,322942.3950539028,2477.6619342489976,361.5745439583048
S302,P3-7_7,2017-07-07,3,sample,100,30,14452,35317,2561919.927453739,Valid,Valid,Valid,Valid,12239,20412,20246,2001,0.9159245036359179,0.9958847736625515,0.8056900128420429,0.9590204897551224,2183709.6804318195,375352.74351580354,2517.6315332113813,339.87197290431845
S303,P3-7_8,2017-07-08,3,sample,100,30,20349,35473,1871373.110474445,Valid,Valid,Valid,Valid,14259,16737,18882,11605,0.8618416438740445,0.9962956324311406,0.8163330155703845,0.9861266695389919,1637491.4301384888,231389.82978105274,2075.3208949701093,416.52965993352075
S304,P3-7_9,2017-07-09,3,sample,100,30,17313,48110,2694375.8112565516,Valid,Valid,Valid,Valid,14712,18955,26445,11453,0.9120445894507885,0.9951991558955421,0.8299867649839289,0.9772112110364096,2284040.286655045,405627.2827221229,3628.9592033408285,1079.2826760424857
S305,P3-7_10,2017-07-10,3,sample,100,30,26561,54714,1792261.5865013173,Valid,Valid,Valid,Valid,20018,22894,22920,21371,0.9201218902987311,0.9927055123613173,0.8364310645724258,0.9806747461513265,1563023.323384136,225827.72170117043,2766.023214243897,644.5182017672316
S306,P3-7_11,2017-07-11,3,sample,100,30,22326,52380,1998605.7399332346,Valid,Valid,Valid,Valid,18006,22472,21047,17960,0.925191602799067,0.9952830188679245,0.8534708034399202,0.9865256124721603,1688554.970426081,306955.83449124807,1948.8844188573676,1146.0505970483719
S307,P3-7_12,2017-07-12,3,sample,100,30,27999,31748,1885735.2244263068,Valid,Invalid,Valid,Valid,19227,NA,20714,24887,0.9217766682269725,NA,0.853432461137395,0.9782617430787158,1636184.2417342628,246618.26912983728,2691.3818896976013,241.33167250929222
S308,P3-7_13,2017-07-13,3,sample,100,30,28375,41385,1416711.7269164652,Valid,Valid,Invalid,Valid,18478,33481,3,21545,0.8443013313129126,0.9929213583823662,0.3333333333333333,0.9707124622882339,1228184.009110411,186280.70376842647,2091.9742104883717,155.03982713931677
S309,P3-7_14,2017-07-14,3,sample,100,30,29202,47538,1596158.3486109744,Valid,Valid,Valid,Valid,29614,20383,17402,14849,0.9122374552576484,0.9956336162488348,0.8563958165728077,0.9783823826520305,1176293.3716022118,418090.9605729013,1492.566531279142,281.44990458209395
S310,P3-7_15,2017-07-15,3,sample,100,30,20972,69387,2323781.370276836,Valid,Valid,Valid,Valid,22798,23814,32026,20539,0.904202122993245,0.9965566473502981,0.8073752576031974,0.9813525488095818,1766942.1774011885,550960.0902333133,4412.848519473489,1466.2541228612654
S311,P3-7_16,2017-07-16,3,sample,100,30,17266,113021,2430973.7395015224,Valid,Valid,Valid,Valid,22582,26985,87409,17952,0.8467806217341245,0.9955530850472485,0.7633882094521159,0.9788881461675579,1766518.7273496997,636054.9461844559,27427.821920173148,972.2440471934216
S312,P3-7_17,2017-07-17,3,sample,100,30,20147,105035,2686834.495479297,Valid,Valid,Valid,Valid,24243,26476,76619,18493,0.9118508435424658,0.996185224354132,0.7648233466894635,0.9788027902449575,2168553.1379724448,495300.55429850705,22346.8817846828,633.9214236624529
S313,P3-7_18,2017-07-18,3,sample,100,30,17868,58320,1751541.088339369,Valid,Valid,Valid,Valid,20636,26056,36913,4666,0.8993991083543322,0.9951258827141541,0.7384390323192371,0.9517788255465066,1481894.2855816742,259363.5913117819,9855.117587760154,428.0938581529747
S314,P3-7_19,2017-07-19,3,sample,100,30,12114,93295,2811895.320767243,Valid,Valid,Valid,Valid,21686,21562,84365,2139,0.8977220326477912,0.9960578796030053,0.7395246844070409,0.9696119682094436,2211723.5559910717,568572.249004633,31394.07996804965,205.4358034884921
S315,P3-7_20,2017-07-20,3,sample,100,30,12096,77770,1980206.90110673,Valid,Valid,Valid,Valid,18889,24615,62330,1064,0.857589073005453,0.9952061750964859,0.7725814214663885,0.9539473684210527,1435934.100680041,517691.7281837311,26442.21099849723,138.8612444608567
S316,P3-7_21,2017-07-21,3,sample,100,30,15586,73710,1092853.367697984,Valid,Valid,Valid,Valid,19653,28073,61252,1342,0.8457741820587188,0.9958322943753785,0.7095605041468034,0.9359165424739195,743554.483976739,311996.1017940867,37038.56098354481,264.22094361334865
S317,P3-7_22,2017-07-22,3,sample,100,30,17376,82951,1348232.3610419068,Valid,Valid,Valid,Valid,20463,34276,63388,214,0.919171187020476,0.996032209125919,0.7443364674701837,0.9158878504672897,881265.2679230839,447861.3189436289,18897.45950554135,208.3146696528556
S318,P3-7_23,2017-07-23,3,sample,100,30,15536,83249,1742010.5361045026,Valid,Valid,Valid,Valid,18127,30573,68558,373,0.908644563358526,0.996173093906388,0.7512033606581289,0.9571045576407506,1193925.9241017555,531886.5710129595,15960.143432656094,237.89755713159957
S319,P3-7_24,2017-07-24,3,sample,100,30,18367,56697,1827678.4778796933,Valid,Valid,Valid,Valid,16842,18288,34539,18793,0.8193801211257571,0.9941491688538933,0.7160022004111295,0.9765870270845528,1306240.3118859874,474641.4193793003,46530.36323949179,266.3833749135339
S320,P3-7_25,2017-07-25,3,sample,100,30,23559,55822,1170603.693595881,Valid,Valid,Valid,Valid,23534,31745,16547,14298,0.909152715220532,0.9971964088832888,0.7533087568743579,0.9696461043502588,876756.1064090215,276260.0325565802,17277.477396964412,310.0772333149876
S321,P3-7_26,2017-07-26,3,sample,100,30,33859,49013,1196958.6953237236,Valid,Valid,Valid,Valid,13699,21814,32593,24122,0.890283962333017,0.9933987347574952,0.7818243181051145,0.9752093524583368,1024659.7486834241,166637.72990883165,5463.660474333869,197.5562571340568
S322,P3-7_27,2017-07-27,3,sample,100,30,27117,44366,1230173.4602850957,Valid,Valid,Valid,Valid,12223,19801,24900,21603,0.8982246584308271,0.996060805009848,0.7932128514056225,0.9734759061241495,894304.8137944478,331120.3602466269,4494.102533381257,254.18371063978788
S323,P3-7_28,2017-07-28,3,sample,100,30,21768,43713,1620105.6454330885,Valid,Valid,Valid,Valid,16207,16439,25030,15080,0.9020176466958721,0.9962893120019466,0.7898921294446664,0.9756631299734748,1164669.1567133204,450378.55996791023,4730.86286177982,327.0658900782586
S324,P3-7_29,2017-07-29,3,sample,100,30,17626,43098,1690913.1648816061,Valid,Valid,Valid,Valid,12738,11944,31368,16044,0.8110378395352489,0.9934695244474213,0.7309997449630197,0.9721391174270756,1282858.3230070216,399624.94206960476,8018.518995271565,411.38080970820727
S325,P3-7_30,2017-07-30,3,sample,100,30,17761,53060,1608737.7958134343,Valid,Valid,Valid,Valid,14004,19909,35852,12005,0.885104255926878,0.9967351449093375,0.7515898694633494,0.9692628071636818,1072140.1736961382,525238.2938958047,11061.879528087129,297.4486934045485
S326,P3-7_31,2017-07-31,3,sample,100,30,28409,80849,1572098.6416827575,Valid,Valid,Valid,Valid,15687,31162,60805,18723,0.8895263594058774,0.9965021500545537,0.7585724858153112,0.9681140842813651,1142599.7951955507,415175.58518724825,14158.648925281479,164.61237467726713
S327,P3-8_1,2017-08-01,3,sample,100,30,24670,47058,1423045.8885816876,Valid,Valid,Valid,Valid,18171,6811,37874,21410,0.8464036101480381,0.9961826457201586,0.7592279664149548,0.9718822979915928,918929.5552931917,492873.3566777246,11021.389719642515,221.5868911288195
S328,P3-8_2,2017-08-02,3,sample,100,30,28178,44235,1325702.9108846043,Valid,Valid,Valid,Valid,13607,8279,36163,24175,0.9037260233703241,0.9943229858678584,0.7823465973508835,0.9758841778697,937234.2522456562,382386.46815650375,5828.435437327937,253.75504511652423
S329,P3-8_3,2017-08-03,3,sample,100,30,20078,54336,1600270.2648079433,Valid,Valid,Valid,Valid,11524,15191,34678,21788,0.9146997570288095,0.9955236653281548,0.793384854951266,0.9747108500091793,1040972.5020292087,550456.1042524006,8201.342878740717,640.3156475933303
S330,P3-8_4,2017-08-04,3,sample,100,30,12076,50593,1956871.591005977,Valid,Valid,Valid,Valid,10017,13821,30840,17889,0.8681241888789059,0.9970334997467621,0.7347600518806745,0.9800995024875622,1260317.3835212153,684777.9276655326,10443.041372719561,1333.2384465097596
S331,P3-8_5,2017-08-05,3,sample,100,30,11781,49301,1829141.9288748861,Valid,Valid,Valid,Valid,11465,15140,43147,1575,0.8989097252507632,0.9945178335535007,0.7927086471828864,0.9625396825396826,1310877.3391660594,506660.6522605624,10557.35981013912,1046.5776381251637
S332,P3-8_6,2017-08-06,3,sample,100,30,13867,42929,1987687.732473411,Valid,Valid,Valid,Valid,8893,12453,26653,17703,0.8341392106150906,0.9947000722717417,0.7517352643229656,0.9577472744732531,1363705.0423653491,616864.2667575412,6224.970740917452,893.4526096033403
S333,P3-8_7,2017-08-07,3,sample,100,30,7544,39915,1774864.699517272,Valid,Invalid,Valid,Valid,9434,NA,47518,1488,0.8585965656137375,NA,0.7988762153289279,0.9395161290322581,1364736.3478038858,391948.15638236725,17177.512225326285,1002.6831056925475
S334,P3-8_8,2017-08-08,3,sample,100,30,24669,37554,1139937.147551236,Valid,Valid,Valid,Valid,11522,14101,26433,17192,0.8698142683561881,0.9942557265442167,0.8142095108387243,0.9689972080037227,967691.8297607946,167032.0460071933,4991.176576276391,222.09520697167756
S335,P3-8_9,2017-08-09,3,sample,100,30,17095,31081,1131103.9706371776,Valid,Valid,Valid,Valid,10901,8921,13392,21076,0.776350793505183,0.9934984867167358,0.7641129032258065,0.9782216739419245,915180.2656546485,212935.90240578892,2189.5332508261135,798.2693259138281
S336,P3-8_10,2017-08-10,3,sample,100,30,21269,34833,968324.4325181635,Valid,Valid,Valid,Valid,10906,12742,12606,23279,0.8798826334128003,0.996703814157903,0.8691892749484372,0.9815284161690794,840492.8941006347,125587.21730248108,939.2676002803217,1305.0535147673224
S337,P3-8_11,2017-08-11,3,sample,100,30,22098,19038,849964.246767236,Valid,Valid,Valid,Valid,6799,7402,9450,21658,0.8386527430504486,0.9908132937044042,0.8112169312169312,0.9434850863422292,767350.639092345,80615.21142229544,1735.0307778399558,263.36547475559126
S338,P3-8_12,2017-08-12,3,sample,100,30,13636,18891,1638286.6719542143,Valid,Valid,Valid,Valid,6440,6324,11264,13232,0.7909937888198758,0.9916192283364959,0.791015625,0.9259371221281741,1500588.0805360815,134604.038408392,2689.5272897328396,405.0257200080355
S339,P3-8_13,2017-08-13,3,sample,100,30,26882,17228,1077152.549685034,Valid,Valid,Valid,Valid,7307,4942,16880,19967,0.8182564664020802,0.990692027519223,0.8147511848341232,0.9757099213702609,986936.7494947094,86564.99420151442,3597.2571789312806,53.548809878751726
S340,P3-8_14,2017-08-14,3,sample,100,30,19892,18324,1053462.2757418603,Valid,Valid,Valid,Valid,6723,5963,18224,14717,0.6480737765878328,0.9899379506959584,0.7461589113257243,0.97560644153020315,989336.2335494817,57070.09073987902,6964.706958629838,91.24449386968669
S341,P3-8_15,2017-08-15,3,sample,100,30,17969,21205,1399385.2616888874,Valid,Valid,Valid,Valid,6849,5832,21476,11567,0.7488684479486056,0.9893689986282579,0.7940491711678153,0.9701737702083514,1322962.962962963,70957.53682162934,5328.948168216671,135.81373607844301
S342,P3-8_16,2017-08-16,3,sample,100,30,19900,16557,722651.1682781093,Valid,Valid,Valid,Valid,6980,5846,16070,12077,0.8875358166189111,0.9928156004105371,0.8061605476042315,0.9524716403080236,681181.5047407955,37627.76513962974,3690.9340100145196,150.96438766952707
